ACCESSION	IRa_REPORTED	IRa_REPORTED_START	IRa_REPORTED_END	IRa_REPORTED_LENGTH	IRb_REPORTED	IRb_REPORTED_START	IRb_REPORTED_END	IRb_REPORTED_LENGTH
KX063915	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN524626	yes	134799	157966	23168	yes	90145	113312	23168
MK381315	yes	128847	155344	26498	yes	84651	111148	26498
JN415114	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK569486	yes	128344	151916	23573	yes	87226	110798	23573
KY363219	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994793	yes	85245	112037	26793	yes	129040	155832	26793
KC180772	yes	133741	160109	26369	yes	88891	115259	26369
AB042240	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LN896357	yes	86048	112841	26794	yes	131228	158020	26793
MH569086	yes	114970	136639	21670	yes	80541	102210	21670
KY596130	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH037168	yes	127226	152661	25436	yes	83927	109362	25436
KX352468	yes	93368	111434	18067	yes	129008	147074	18067
KM974737	yes	115233	136934	21702	yes	80965	102666	21702
KY045480	yes	128104	165288	37185	yes	83515	120699	37185
MN524627	yes	133399	157326	23928	yes	90442	114369	23928
KF515509	yes	115575	136785	21211	yes	80730	101940	21211
MG664799	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063916	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU291486	yes	117466	140177	22712	yes	82158	104869	22712
MK381316	yes	127147	153034	25888	yes	83840	109725	25886
MK569487	yes	131827	159251	27425	yes	87593	115017	27425
KY363220	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994794	yes	85503	112281	26779	yes	129327	156105	26779
MH359185	yes	128007	154380	26374	yes	83620	109993	26374
KC180773	yes	133664	160032	26369	yes	88927	115295	26369
KT312914	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LN896358	yes	83223	106021	22799	yes	118597	141395	22799
MH569087	yes	114612	136088	21477	yes	80420	101896	21477
KY596131	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK479215	yes	122608	149103	26496	yes	78552	105134	26583
MK411816	yes	82522	109035	26514	yes	127067	153580	26514
MH037169	yes	127141	152553	25413	yes	83818	109230	25413
MK552323	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM974738	yes	113266	134737	21472	yes	79524	100995	21472
MN524628	yes	133976	157825	23850	yes	90939	114788	23850
KY045481	yes	128345	165466	37122	yes	83798	120919	37122
MG664800	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063917	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK569488	yes	130057	155218	25162	yes	87114	112275	25162
KU291487	yes	116457	139177	22721	yes	81200	103920	22721
MK381317	yes	127712	153167	25456	yes	84878	110333	25456
KY363221	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994795	yes	85972	112739	26768	yes	129639	156406	26768
KC180774	yes	133586	159954	26369	yes	88902	115270	26369
KT312915	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC192960	yes	126600	152493	25894	yes	84090	109983	25894
MH569088	yes	114895	136539	21645	yes	80656	102300	21645
KY596132	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LN896359	yes	83048	105842	22795	yes	118387	141181	22795
MH037170	yes	127165	152602	25438	yes	83901	109338	25438
MN524629	yes	132803	156714	23912	yes	90084	113995	23912
KM386991	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX377117	yes	128781	156451	27671	yes	84530	112200	27671
KM974739	yes	115801	137421	21621	yes	81368	102988	21621
KU981118	yes	133627	159265	25639	yes	88144	113782	25639
KY045482	yes	128695	166128	37434	yes	83846	121279	37434
MG664801	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063918	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK569489	yes	130901	155434	24534	yes	86672	111205	24534
MK381318	yes	127825	153621	25797	yes	84394	110190	25797
KP749924	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY363222	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994796	yes	85453	112230	26778	yes	129117	155894	26778
KU291488	yes	116992	139738	22747	yes	81613	104359	22747
MK479216	yes	122638	149138	26501	yes	78598	105151	26554
KC180775	yes	133618	159985	26368	yes	88849	115216	26368
KT312916	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH569089	yes	114273	135784	21512	yes	80067	101578	21512
KY596133	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN524630	yes	133232	157325	24094	yes	90265	114358	24094
MH037171	yes	127245	152677	25433	yes	83914	109346	25433
KM974740	yes	114754	136395	21642	yes	80646	102287	21642
MG517445	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU981119	yes	133426	159103	25678	yes	87941	113618	25678
LN896360	yes	83041	105829	22789	yes	118374	141162	22789
MG764158	yes	127768	154223	26456	yes	84074	110529	26456
KX354691	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG664802	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM489054	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY045483	yes	128298	165353	37056	yes	83826	120881	37056
KX063919	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM527887	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK569490	yes	133405	164383	30979	yes	84926	115904	30979
KY363223	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF527884	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK541646	yes	122809	148700	25892	yes	82176	108067	25892
MK994797	yes	85838	112600	26763	yes	129508	156270	26763
KC180776	yes	133532	159899	26368	yes	88763	115130	26368
MF352008	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT312917	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU291489	yes	118120	140810	22691	yes	82788	105478	22691
KY596134	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG973745	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN524631	yes	133233	157125	23893	yes	90436	114328	23893
KP296185	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH037172	yes	127404	153551	26148	yes	83355	109502	26148
KM974741	yes	115198	136826	21629	yes	80902	102530	21629
KT633996	yes	126252	153953	27702	yes	84979	111436	26458
KP793062	yes	115531	135324	19794	yes	82807	102600	19794
KJ819549	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
HM596070	yes	128150	153207	25058	yes	84353	109410	25058
KP170500	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG517446	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX354692	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG664803	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK479217	yes	130567	157353	26787	yes	85723	112521	26799
KY045484	yes	128025	164989	36965	yes	83643	120607	36965
KX063920	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK569491	yes	132445	163561	31117	yes	82299	113415	31117
KF527885	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY419133	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX765488	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994798	yes	85788	112500	26713	yes	129525	156237	26713
KC180777	yes	133670	160031	26362	yes	88861	115222	26362
KT312918	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF179496	yes	131012	157095	26084	yes	87113	113196	26084
KU041709	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM527888	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU291490	yes	117987	140804	22818	yes	82623	105437	22815
MN524632	yes	133550	157551	24002	yes	90534	114535	24002
KY596135	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG252374	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG973746	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH037173	yes	127239	152660	25422	yes	83922	109343	25422
KY392759	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM974742	yes	113880	134710	20831	yes	80479	101309	20831
KJ819550	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG569974	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
HM596071	yes	128232	154737	26506	yes	84586	111091	26506
KP170501	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX371593	yes	127162	153569	26408	yes	82993	109400	26408
MG664804	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY045485	yes	127489	164048	36560	yes	83493	120052	36560
KX063921	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF527886	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK569492	yes	130559	156791	26233	yes	85749	111981	26233
KY419134	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994799	yes	85615	112420	26806	yes	129473	156278	26806
KX695124	yes	133628	159671	26044	yes	89020	115062	26043
KC180778	yes	133550	159576	26027	yes	88865	114891	26027
MH559320	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN524633	yes	132992	156827	23836	yes	90174	114009	23836
KT312919	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT844940	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY596136	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG334121	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG973747	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU291491	yes	116492	139250	22759	yes	81145	103903	22759
MK479218	yes	130663	157429	26767	yes	85829	112595	26767
KM527889	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH037174	yes	127202	152612	25411	yes	83915	109325	25411
KM974743	yes	113930	134765	20836	yes	80412	101247	20836
KY392760	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KJ825856	yes	116347	137614	21268	yes	82379	103651	21273
HM596072	yes	130363	158355	27993	yes	85231	113223	27993
KP170502	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG664805	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF527887	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY045486	yes	128316	165367	37052	yes	83838	120889	37052
KX063922	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK569493	yes	129299	155525	26227	yes	85215	111441	26227
KY419135	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994800	yes	85976	112770	26795	yes	129200	155994	26795
MN524634	yes	129314	152441	23128	yes	87552	110679	23128
KT312920	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KC180779	yes	133665	160015	26351	yes	88868	115218	26351
MH559321	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT844941	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY596137	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG973748	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH359186	yes	127394	153759	26366	yes	83051	109416	26366
MH373593	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU291492	yes	114861	137645	22785	yes	79533	102317	22785
MH037175	yes	127325	152760	25436	yes	84011	109446	25436
KM974744	yes	113778	134281	20504	yes	80476	100979	20504
MH285855	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KP170503	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG664806	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
HM596073	yes	128258	152890	24633	yes	86117	110749	24633
MG214254	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063923	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY045487	yes	128682	165888	37207	yes	84026	121232	37207
MK569494	yes	129397	160470	31074	yes	80630	111703	31074
KY419136	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN524635	yes	133231	157107	23877	yes	90361	114237	23877
KY646163	yes	129222	153995	24774	yes	84574	109347	24774
MK994801	yes	85403	112192	26790	yes	129064	155853	26790
MK479219	yes	130909	157652	26744	yes	86076	112844	26769
KM527890	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KC180780	yes	133817	160187	26371	yes	88903	115273	26371
KT312921	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH559322	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY596138	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
HM536959	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG642741	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG973749	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX784041	yes	130261	156896	26636	yes	84503	111948	27446
MH185800	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM974745	yes	116452	137897	21446	yes	82129	103574	21446
MH037176	yes	127221	152649	25429	yes	83901	109329	25429
MH824417	yes	129977	155669	25693	yes	85824	111516	25693
KY379906	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU291493	yes	115443	138257	22815	yes	80132	102946	22815
MG664807	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG214255	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063924	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN524636	yes	133362	157263	23902	yes	90464	114365	23902
KY045488	yes	128206	165222	37017	yes	83772	120788	37017
MK569495	yes	133020	160089	27070	yes	87147	114216	27070
KY419137	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM035850	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY635876	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG470844	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994802	yes	85495	112275	26781	yes	129225	156005	26781
KC180781	yes	133691	160076	26386	yes	88829	115214	26386
KT312922	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH926027	yes	117861	140642	22782	yes	82573	105354	22782
KY596139	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
JQ975030	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH559323	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK411817	yes	82163	108673	26511	yes	126716	153226	26511
MH394348	yes	117280	139968	22689	yes	82058	104746	22689
MG973750	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM527891	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX784042	yes	130416	157174	26759	yes	84483	112051	27569
MF678834	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM974746	yes	114101	135753	21653	yes	79834	101363	21530
MH037177	yes	127278	152717	25440	yes	83938	109377	25440
MK479220	yes	122660	149126	26467	yes	78519	105065	26547
MG664808	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN524637	yes	133203	157123	23921	yes	90345	114265	23921
KU291494	yes	118145	140892	22748	yes	82773	105520	22748
KU726550	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063925	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
EF380354	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY045489	yes	128452	165547	37096	yes	83958	121053	37096
KY779850	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK569496	yes	127571	151243	23673	yes	86554	110226	23673
MG470845	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994803	yes	85608	112406	26799	yes	129465	156263	26799
KY635877	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
AP018513	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
AP018514	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KC180782	yes	133658	160038	26381	yes	88829	115209	26381
KM035851	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT312923	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY596140	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH926028	yes	117973	140755	22783	yes	82687	105469	22783
JQ975031	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH559324	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH394349	yes	117280	139968	22689	yes	82058	104746	22689
KT964696	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM974747	yes	114201	135568	21368	yes	80010	101377	21368
KX784043	yes	130190	157518	27329	yes	84550	111878	27329
MH037178	yes	126936	152340	25405	yes	83635	109041	25407
KU204775	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU724130	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN524638	yes	133095	156968	23874	yes	90215	114088	23874
MG664809	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH488957	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM527892	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063926	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU291495	yes	116421	139169	22749	yes	81055	103803	22749
MK569497	yes	129628	157448	27821	yes	84908	112728	27821
KY045490	yes	127827	164865	37039	yes	83441	120479	37039
MK994804	yes	86119	112856	26738	yes	129267	156004	26738
KR230391	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY635878	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KF709391	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KC180783	yes	133858	160254	26397	yes	88933	115329	26397
KY596141	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT312924	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK479221	yes	130746	157373	26628	yes	85649	112275	26627
KP280057	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
JQ975032	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF136495	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH559325	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH394350	yes	117311	139986	22676	yes	82089	104777	22689
KT964697	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM974748	yes	116077	137701	21625	yes	81614	103238	21625
KX784044	yes	130706	157533	26828	yes	84397	112035	27639
MH037179	yes	127288	152719	25432	yes	83944	109375	25432
MN524639	yes	134082	157999	23918	yes	90751	114668	23918
JX978472	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
JF772171	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG664810	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX447140	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU362793	yes	97352	112409	15058	yes	132715	147772	15058
MK569498	yes	135339	161934	26596	yes	91411	118006	26596
KX063927	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994805	yes	85259	111996	26738	yes	128806	155543	26738
KY635879	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY045491	yes	128000	165032	37033	yes	83553	120585	37033
KU291496	yes	117403	140122	22720	yes	82066	104785	22720
KU234277	yes	134753	159929	25177	yes	90014	115190	25177
KY596142	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KC180784	yes	134009	160386	26378	yes	89074	115451	26378
KM527893	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT312925	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF136496	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH394351	yes	117311	139999	22689	yes	82089	104777	22689
MH559326	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT964698	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN524640	yes	132820	156755	23936	yes	90027	113962	23936
KM974749	yes	113895	135446	21552	yes	79567	101118	21552
KX784045	yes	130585	157594	27010	yes	84383	112202	27820
MH037180	yes	127318	152735	25418	yes	84035	109452	25418
KX889393	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN149911	yes	96366	122719	26354	yes	7090	141802	134713
MG664811	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU724132	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK262782	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK479222	yes	130628	156960	26333	yes	86222	112396	26175
KC571835	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG138151	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK569499	yes	132561	159110	26550	yes	88306	114855	26550
KX063928	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY635880	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994806	yes	85801	112409	26609	yes	129263	155871	26609
KY045492	yes	128239	165350	37112	yes	83710	120821	37112
JN884816	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
JN884817	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU382355	yes	135148	160988	25841	yes	90352	116193	25842
KU291497	yes	116896	139700	22805	yes	81480	104284	22805
KY596143	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH553374	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KC180785	yes	133872	160268	26397	yes	88945	115341	26397
KT312926	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN524641	yes	132798	156689	23892	yes	89926	113817	23892
MF136497	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH394352	yes	132709	152782	20074	yes	93731	113804	20074
MH559327	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM974750	yes	113838	135353	21516	yes	79595	101110	21516
KX784046	yes	130335	157079	26745	yes	84421	111975	27555
MH359187	yes	127888	154244	26357	yes	83529	109885	26357
MH037181	yes	127263	152694	25432	yes	83930	109361	25432
KM527894	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH746728	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG664812	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU724133	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK569500	yes	129737	156217	26481	yes	85676	112156	26481
KX063929	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY635881	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994807	yes	85752	112357	26606	yes	129244	155849	26606
KY045493	yes	128580	165820	37241	yes	83916	121156	37241
KU382356	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY596144	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KC180786	yes	133818	160213	26396	yes	89046	115441	26396
MN524642	yes	133309	157206	23898	yes	90427	114324	23898
KU291498	yes	117158	139890	22733	yes	81857	104589	22733
KT312927	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH394353	yes	132709	152782	20074	yes	93731	113804	20074
MF136498	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH559328	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK105448	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK479223	yes	126383	152688	26306	yes	82530	108587	26058
KM974751	yes	113846	135266	21421	yes	79935	101355	21421
KX784047	yes	130045	156755	26711	yes	84222	111743	27522
KY457242	yes	133983	160390	26408	yes	88029	114436	26408
MH037182	yes	127343	152653	25311	yes	83975	109285	25311
MG664813	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH746729	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK569501	yes	133455	160078	26624	yes	88539	115162	26624
KU724134	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063930	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994808	yes	85610	112392	26783	yes	129244	156026	26783
KY635882	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM527895	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG551543	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY045494	yes	127434	163961	36528	yes	83437	119964	36528
MN524643	yes	133365	157299	23935	yes	90437	114371	23935
KY596145	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KC180787	yes	133871	160267	26397	yes	89011	115407	26397
KT899950	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH394354	yes	132709	152782	20074	yes	93731	113804	20074
MF136499	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU291499	yes	117440	140220	22781	yes	82113	104893	22781
MH559329	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM974752	yes	114464	136104	21641	yes	80138	101778	21641
KX784048	yes	130694	157847	27154	yes	85084	112518	27435
MK105449	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH037200	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG664814	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK411818	yes	130627	156565	25939	yes	86601	112539	25939
MK569502	yes	136488	163921	27434	yes	91688	119121	27434
KX063931	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY635883	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK994809	yes	85630	112419	26790	yes	129052	155841	26790
MN524644	yes	133062	156972	23911	yes	90185	114095	23911
KY596146	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY045495	yes	128517	165772	37256	yes	83840	121095	37256
KC180788	yes	133873	160271	26399	yes	89006	115404	26399
KY921716	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT899951	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH394355	yes	132709	152782	20074	yes	93731	113804	20074
KT312929	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF136500	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH559330	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM527896	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM974753	yes	113904	135539	21636	yes	79829	101464	21636
KU291500	yes	116522	139174	22653	yes	81230	103882	22653
KX784049	yes	130046	156737	26692	yes	84225	111726	27502
MG664815	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK105450	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU724136	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063932	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
